"date","guest","female"
"Sunday 21 October 2018","Dame Eileen Atkins, Actor",0
"Sunday 21 October 2018","Jonathan Pryce, Actor",0
"Sunday 21 October 2018","Nathalie Loiseau, French Europe Minister",0
"Sunday 14 October 2018","Emily Thornberry MP, Shadow Foreign Secretary",0
"Sunday 14 October 2018","Matt Hancock MP, Health & Social Care Secretary",0
"Sunday 14 October 2018","Sir Jackie Stewart, former world champion racing driver",0
"Sunday 14 October 2018","Adrienne Warren, Tina Turner the Musical",0
"Sunday 14 October 2018","Lord Wolfson, Chief Executive of Next",0
"Sunday 7 October 2018","Nicola Sturgeon MSP, First Minister of Scotland",0
"Sunday 7 October 2018","Brandon Lewis MP, Conservative Party Chairman",0
"Sunday 7 October 2018","Ryan Gosling, Actor and Claire Foy, Actor",0
"Sunday 7 October 2018","Inga Beale, Chief Executive, Lloyds of London",0
"Sunday 30 September 2018","Theresa May MP, Prime Minister",0
"Sunday 30 September 2018","Tom Watson MP, Labour Deputy Leader",0
"Sunday 30 September 2018","Sir Mark Rylance, Actor",0
"Sunday 23 September 2018","Jeremy Corbyn MP, Leader of the Labour Party",0
"Sunday 23 September 2018","Dominic Raab MP, Brexit Secretary",0
"Sunday 23 September 2018","Joanna Lumley, Actor",0
"Sunday 23 September 2018","The Coral, Musicians",0
"Sunday 16 September 2018","Michael Gove MP, Environment Secretary",0
"Sunday 16 September 2018","Sadiq Khan, Mayor of London",0
"Sunday 16 September 2018","Sir Vince Cable MP, Leader of the Liberal Democrats",0
"Sunday 16 September 2018","Bob Woodward, Author of ‘Fear: Trump in the White House’",0
"Sunday 9 September 2018","Sajid Javid MP, Home Secretary",0
"Sunday 9 September 2018","Frances O’Grady, General Secretary of the Trade Union Congress",0
"Sunday 9 September 2018","Yo-Yo Ma, Cellist",0
"Sunday 9 September 2018","Edward Lucas, Author and Columnist",0
"Sunday 2 September 2018","John McDonnell MP, Shadow Chancellor",0
"Sunday 2 September 2018","Liam Fox MP, International Secretary",0
"Sunday 2 September 2018","David Davis, former Brexit Secretary",0
"Sunday 2 September 2018","Jonathan Sacks, Lord Sacks, Chief Rabbi 1991-2013",0
"Sunday 2 September 2018","Bennett Wilson Poole, Musicians",0
"Sunday 22 July 2018","Dominic Raab MP, Secretary of State for Exiting the European Union",0
"Sunday 22 July 2018","Rebecca Long-Bailey MP, Shadow Secretary of State for Business, Energy and Industrial Strategy",0
"Sunday 22 July 2018","Sir John Major, Former Prime Minister",0
"Sunday 15 July 2018","Theresa May MP, Prime Minister",0
"Sunday 15 July 2018","Sadiq Khan, Mayor of London",0
"Sunday 15 July 2018","Alan Bennett, Playwright",0
"Sunday 8 July 2018","Michael Gove MP, Secretary of State for Environment, Food and Rural Affairs",0
"Sunday 8 July 2018","Sir Keir Starmer MP, Shadow Secretary of State for Exiting the European Union",0
"Sunday 8 July 2018","Snow Patrol, Musicians",0
"Sunday 8 July 2018","Barry Davies, Sports Commentator and Presenter",0
"Sunday 1 July 2018","Simon Stevens, Chief Executive of NHS England",0
"Sunday 1 July 2018","James Brokenshire MP, Housing, Communities & Local Government Secretary",0
"Sunday 1 July 2018","George Ezra, Musician",0
"Sunday 1 July 2018","Dr Madeleine Albright, Former US Secretary of State",0
"Sunday 24 June 2018","Jeremy Hunt MP, Health and Social Care Secretary",0
"Sunday 24 June 2018","Nia Griffith MP, Shadow Defence Secretary",0
"Sunday 24 June 2018","Robert Harris, Actor",0
"Sunday 24 June 2018","Boris Becker, Former Tennis Champion",0
"Sunday 17 June 2018","Theresa May MP, Prime Minister",0
"Sunday 17 June 2018","Emily Thornberry MP, Shadow Foreign Secretary",0
"Sunday 17 June 2018","Rupert Everett, Actor",0
"Sunday 10 June 2018","David Lidington MP, Cabinet Office Minister",0
"Sunday 10 June 2018","Sir Keir Starmer MP, Shadow Brexit Secretary",0
"Sunday 10 June 2018","Nicola Sturgeon MSP, Scotland’s First Minister",0
"Sunday 10 June 2018","Gordon Brown, Former Prime Minister",0
"Sunday 3 June 2018","Sajid Javid MP, Home Secretary",0
"Sunday 3 June 2018","Stella Creasy MP, Labour",0
"Sunday 3 June 2018","Andrew Lloyd Webber, Composer",0
"Sunday 3 June 2018","Michelle Keegan, Actor",0
"Sunday 27 May 2018","Jacob Rees-Mogg MP, Conservative",0
"Sunday 27 May 2018","Jonathan Ashworth MP, Shadow Health Secretary",0
"Sunday 27 May 2018","Damian Hinds MP, Education Secretary",0
"Sunday 27 May 2018","Wilko Johnson, Musician",0
"Sunday 27 May 2018","Ben Chaplin and Seana Kerslake, Actors",0
"Sunday 20 May 2018","Matt Hancock MP, Culture Secretary",0
"Sunday 20 May 2018","Barry Gardiner MP, Shadow International Trade Secretary",0
"Sunday 20 May 2018","General Michael Hayden, Director of the CIA 2006-2009",0
"Sunday 20 May 2018","James Bay, Musician",0
"Sunday 20 May 2018","Professor Kate Williams, Royal Historian and Catherine Mayer, Biographer and Author",0
"Sunday 13 May 2018","Michael Gove MP, Environment Secretary",0
"Sunday 13 May 2018","Simon Coveney TD, Irish Deputy Prime Minister",0
"Sunday 13 May 2018","Sir Keir Starmer MP, Shadow Brexit Secretary",0
"Sunday 13 May 2018","Hugh Grant, Actor",0
"Sunday 13 May 2018","Alastair Campbell, No.10 Director of Communications 1997-2003",0
"Sunday 6 May 2018","Greg Clark MP, Business Secretary",0
"Sunday 6 May 2018","John McDonnell MP, Shadow Chancellor",0
"Sunday 6 May 2018","Arlene Foster, Leader of the Democratic Unionist Party",0
"Sunday 6 May 2018","Alfred Molina, Actor",0
"Sunday 6 May 2018","Ian Page Mozart, Pianist and Regula Mühlemann, Singer",0
"Sunday 29 April 2018","Brandon Lewis MP, Conservative Party Chairman",0
"Sunday 29 April 2018","Sir Vince Cable MP, Leader of the Liberal Democrats",0
"Sunday 29 April 2018","Andrew Gwynne, Shadow Communities Secretary",0
"Sunday 29 April 2018","Music from The Vaccines",0
"Sunday 29 April 2018","Sofia Helin, Actor",0
"Sunday 22 April 2018","David Gauke MP, Justice Secretary",0
"Sunday 22 April 2018","Emily Thornberry MP, Shadow Foreign Secretary",0
"Sunday 22 April 2018","Tom Daley, Athlete",0
"Sunday 22 April 2018","Benjamin Zephaniah, Poet and Writer",0
"Sunday 22 April 2018","Nicola Walker, Actor",0
"Sunday 15 April 2018","Boris Johnson MP, Secretary of State for Foreign and Commonwealth Affairs",0
"Sunday 15 April 2018","Jeremy Corbyn MP, Leader of the Opposition",0
"Sunday 15 April 2018","Sir Patrick Stewart, Actor & Campaigner",0
"Sunday 8 April 2018","Chris Wylie, Cambridge Analytica Whistleblower",0
"Sunday 8 April 2018","Sajid Javid MP, Communities Secretary",0
"Sunday 8 April 2018","Angela Rayner MP, Shadow Education Secretary",0
"Sunday 8 April 2018","Senator George Mitchell, Peace Envoy",0
"Sunday 8 April 2018","Adrian O’Neill, Irish Ambassador to the UK",0
"Sunday 8 April 2018","Adrian Dunbar, Actor",0
"Sunday 8 April 2018","Music from The Wandering Hearts",0
"Sunday 25 March 2018","David Davis MP, Secretary of State for Exiting the EU",0
"Sunday 25 March 2018","Caroline Lucas MP, Co-Leader of the Green Party of England and Wales",0
"Sunday 25 March 2018","Tom Watson MP, Deputy Leader of The Labour Party",0
"Sunday 25 March 2018","Mark Gatiss, Actor",0
"Sunday 25 March 2018","Reece Shearsmith, Actor",0
"Sunday 25 March 2018","Steve Pemberton, Actor",0
"Sunday 25 March 2018","Jeremy Dyson, Screenwriter",0
"Sunday 18 March 2018","Boris Johnson MP, Secretary of State for Foreign and Commonwealth Affairs",0
"Sunday 18 March 2018","Vladimir Chizhov, Russian Ambassador to the EU",0
"Sunday 18 March 2018","Baroness Chakrabarti, Labour's Shadow Attorney General",0
"Sunday 11 March 2018","Philip Hammond MP, Chancellor of the Exchequer",0
"Sunday 11 March 2018","John McDonnell MP, Shadow Chancellor of the Exchequer",0
"Sunday 11 March 2018","Marina Litvinenko, Widow of Alexander Litvinenko",0
"Sunday 11 March 2018","David Morrissey, Actor",0
"Sunday 11 March 2018","Sir Nicholas Hytner, Director",0
"Sunday 4 March 2018","Theresa May MP, Prime Minister",0
"Sunday 4 March 2018","Simon Coveney, Tánaiste and Deputy Prime Minister of Ireland",0
"Sunday 4 March 2018","Iain Duncan Smith, Former Conservative Leader",0
"Sunday 4 March 2018","Lord Mandelson, Labour",0
"Sunday 4 March 2018","Music from First Aid Kit",0
"Sunday 25 February 2018","Liam Fox MP, International Trade Secretary",0
"Sunday 25 February 2018","Sir Keir Starmer MP, Shadow Brexit Secretary",0
"Sunday 25 February 2018","Michael Wolff, Author",0
"Sunday 25 February 2018","Matt, Cartoonist",0
"Sunday 25 February 2018","Music from Sheku Kanneh-Mason, Cellist",0
"Sunday 18 February 2018","Damian Hinds MP, Education Secretary",0
"Sunday 18 February 2018","Angela Rayner MP, Shadow Education Secretary",0
"Sunday 18 February 2018","Guy Verhofstadt MEP, European Parliament Brexit Representative",0
"Sunday 18 February 2018","Luke Harding, Writer",0
"Sunday 18 February 2018","Lesley Manville, Actress",0
"Sunday 18 February 2018","Jeremy Irons, Actor",0
"Sunday 11 February 2018","Penny Mordaunt MP, Secretary of State for International Development",0
"Sunday 11 February 2018","Andrew Gwynne MP, Shadow Communities and Local Government Secretary",0
"Sunday 11 February 2018","Henry Bolton, UKIP Leader",0
"Sunday 11 February 2018","Anna Soubry MP, Conservative",0
"Sunday 11 February 2018","Chuka Umunna MP, Labour",0
"Sunday 11 February 2018","Music from The Spitfires",0
"Sunday 4 February 2018","Amber Rudd MP, Home Secretary",0
"Sunday 4 February 2018","Gerry Adams TD, President of Sinn Féin",0
"Sunday 4 February 2018","Sir Vince Cable, Leader of the Liberal Democrats",0
"Sunday 4 February 2018","Cllr Claire Kober, Leader of Haringey Borough Council",0
"Sunday 28 January 2018","Jeremy Corbyn MP, Leader of the Opposition",0
"Sunday 28 January 2018","David Lidington MP, Minister for the Cabinet Office",0
"Sunday 28 January 2018","Piers Morgan, TV Presenter",0
"Sunday 28 January 2018","Music from Joseph Calleja, Opera Singer",0
"Sunday 21 January 2018","Emmanuel Macron, President of France",0
"Sunday 21 January 2018","John McDonnell MP, Shadow Chancellor of the Exchequer",0
"Sunday 21 January 2018","Tina Brown, Journalist & Author",0
"Sunday 14 January 2018","Nicola Sturgeon MSP, First Minister of Scotland",0
"Sunday 14 January 2018","Brandon Lewis MP, Conservative Party Chairman",0
"Sunday 14 January 2018","Emily Thornberry MP, Shadow Foreign Secretary",0
"Sunday 14 January 2018","Meryl Streep, Actress",0
"Sunday 14 January 2018","Tom Hanks, Actor",0
"Sunday 14 January 2018","Steven Spielberg, Director",0
"Sunday 07 January 2018","Theresa May MP, Prime Minister",0
"Sunday 07 January 2018","Jonathan Ashworth MP, Shadow Health Secretary",0
"Sunday 07 January 2018","Kristen Scott Thomas, Actor",0
"Sunday 07 January 2018","Joe Wright, Director",0
"Sunday 07 January 2018","Music from Franz Ferdinand",0
"Sunday 17 December 2017","David Gauke MP, Secretray of State for Work and Pensions",0
"Sunday 17 December 2017","Diane Abbott MP, Shadow Home Secretray",0
"Sunday 17 December 2017","James Norton, Actor",0
"Sunday 17 December 2017","Music from BBC Singers",0
"Sunday 10 December 2017","David Davis MP, Secretary of State for Exiting the EU",0
"Sunday 10 December 2017","Sir Keir Starmer MP, Shadow Secretary of State for Exiting the EU",0
"Sunday 10 December 2017","Ian Blackford MP, SNP Westminster Leader",0
"Sunday 10 December 2017","Aaron Sorkin, Director & screenwriter",0
"Sunday 10 December 2017","Jessica Chastain, Actress",0
"Sunday 3 December 2017","Justine Greening MP, Education Secretary",0
"Sunday 3 December 2017","Simon Coveney TD, Tánaiste (Deputy Prime Minister) of Ireland",0
"Sunday 3 December 2017","Alan Milburn, Former Chair of Social Mobility Commission",0
"Sunday 3 December 2017","Jacob Rees-Mogg MP, Conservative",0
"Sunday 3 December 2017","Matt Smith, Actor",0
"Sunday 26 November 2017","Ruth Davidson MSP, Leader of Scottish Conservatives",0
"Sunday 26 November 2017","Dr John Sentamu, The Archbishop of York",0
"Sunday 26 November 2017","Barry Gardiner MP, Shadow International Trade Secretary",0
"Sunday 26 November 2017","Benny Andersson, Musician",0
"Sunday 26 November 2017","Sir Tim Rice, Lyricist",0
"Sunday 26 November 2017","Jools Holland and Jose Feliciano",0
"Sunday 19 November 2017","Philip Hammond MP, Chancellor of the Exchequer",0
"Sunday 19 November 2017","John McDonnell MP, Shadow Chancellor of the Exchequer",0
"Sunday 19 November 2017","Martin Freeman, Actor",0
"Sunday 19 November 2017","Tamsin Greig, Actress",0
"Sunday 12 November 2017","Sadiq Khan, Mayor of London",0
"Sunday 12 November 2017","Michael Gove, Enviroment Secretary",0
"Sunday 12 November 2017","Sir Stuart Peach, Chief of the Defence Staff",0
"Sunday 12 November 2017","Sir James Dyson, Businessman",0
"Sunday 12 November 2017","Tim Parker, Chairman, The National Trust",0
"Sunday 12 November 2017","Music by Duncan Rock, Singer",0
"Sunday 12 November 2017","Annette Bening, Actor",0
"Sunday 12 November 2017","Jamie Bell, Actor",0
"Sunday 5 November 2017","Benjamin Netanyahu, Prime Minister of Israel",0
"Sunday 5 November 2017","Amber Rudd MP, Home Secretary",0
"Sunday 5 November 2017","Dawn Butler MP, Shadow Secretary for Women & Equalities",0
"Sunday 5 November 2017","Olivia Colman, Actress",0
"Sunday 5 November 2017","Michelle Pfeiffer, Actress",0
"Sunday 29 October 2017","Jeremy Hunt MP, Health Secretary",0
"Sunday 29 October 2017","Diane Abbott MP, Shadow Home Secretary",0
"Sunday 29 October 2017","Sir Antony Beevor, Historian",0
"Sunday 29 October 2017","Music from Jason Isbell",0
"Sunday 22 October 2017","Sajid Javid MP, Communities Secretary",0
"Sunday 22 October 2017","Emily Thornberry MP, Shadow Foreign Secretary",0
"Sunday 22 October 2017","Alfonso Dastis, Spanish Foreign Minister",0
"Sunday 22 October 2017","Andrew Garfield, Actor",0
"Sunday 15th October 2017","Hillary Clinton, Former President Candidate & First Lady of the USA",0
"Sunday 15th October 2017","Chris Grayling MP, Conservative (Secretary of State for Transport)",0
"Sunday 15th October 2017","John McDonnell, Shadow Chancellor",0
"Sunday 8th October 2017","Nicola Sturgeon MSP, First Minister of Scotland and Leader, SNP",0
"Sunday 8th October 2017","Ruth Davidson MSP, Leader, Scottish Conservatives",0
"Sunday 8th October 2017","Anne-Marie Duff, Actor",0
"Sunday 8th October 2017","Kenneth Cranham, Actor",0
"Sunday 01 October 2017","Theresa May, Prime Minister",0
"Sunday 01 October 2017","Jon Lansman, Founder, Momentum",0
"Sunday 01 October 2017","Mona Juul, Norweigan Ambassador to the UK",0
"Sunday 01 October 2017","Toby Stephens, actor",0
"Sunday 24 September 2017","Jeremy Corbyn MP, Leader of The Labour Party",0
"Sunday 24 September 2017","David Davis MP, Secretary of State for Exiting The EU",0
"Sunday 24 September 2017","Nick Clegg, former Leader of the Liberal Democrats/Deputy Prime Minister",0
"Sunday 17 September 2017","Amber Rudd MP, Home Secretary",0
"Sunday 17 September 2017","Sir Vince Cable, Leader, Liberal Democrats",0
"Sunday 17 September 2017","Benedict Cumberbatch, Actor",0
"Sunday 17 September 2017","Music from Michael Fabiano",0
"Sunday 10 September 2017","Jens Stoltenberg, Secretary General NATO",0
"Sunday 10 September 2017","Sir Michael Fallon MP, Defence Secretary",0
"Sunday 10 September 2017","Tony Blair, Former Prime Minister",0
"Sunday 10 September 2017","Conor McPherson, Director",0
"Sunday 10 September 2017","Music from the cast of Girl From The North Country",0
"Sunday 3 September 2017","David Davis MP, Secretary of State for Exiting the EU",0
"Sunday 3 September 2017","Sir Keir Starmer, Shadow Secretary of State for Exiting the EU",0
"Sunday 3 September 2017","Bertie Carvel, Actor",0
"Sunday 3 September 2017","James Graham, Playwright",0
"Sunday 3 September 2017","Music from Emma Hatton - Evita",0
"Sunday 23 July 2017","Jeremy Corbyn MP, Leader of the Labour Party",0
"Sunday 23 July 2017","Dr Liam Fox MP, International Trade Secretary",0
"Sunday 23 July 2017","Lord Coe, President of the International Association of Athletics Federations (IAAF)",0
"Sunday 23 July 2017","Ethan Hawke, Actor",0
"Sunday 23 July 2017","Music from Audra McDonald, Actress and singer",0
"Sunday 16 July 2017","Philip Hammond MP, Chancellor of the Exchequer",0
"Sunday 16 July 2017","John McDonnell MP, Shadow Chancellor",0
"Sunday 16 July 2017","Daniel Barenboim, Conductor and Pianist",0
"Sunday 16 July 2017","Music from Lisa Friend and the Brodsky Quartet",0
"Sunday 9 July 2017","David Lidington MP, Secretary of State for Justice",0
"Sunday 9 July 2017","Angela Rayner MP, Shadow Secretary of State for Education",0
"Sunday 9 July 2017","Vince Cable MP, Liberal Democrat",0
"Sunday 9 July 2017","Stockard Channing, Actress",0
"Sunday 9 July 2017","Music from The Lumineers",0
"Sunday 2 July 2017","Michael Gove MP, Secretary of State for the Environment, Food and Rural Affairs",0
"Sunday 2 July 2017","Jonathan Ashworth MP, Shadow Secretary of State for Health",0
"Sunday 2 July 2017","Stella Creasy MP, Labour",0
"Sunday 2 July 2017","Julian Fellowes, Writer",0
"Sunday 25 June 2017","David Davis MP, Secretary of State for Exiting the European Union",0
"Sunday 25 June 2017","Debbie Abrahams MP, Shadow Secretary for Work and Pensions",0
"Sunday 25 June 2017","Andrew Scott, Actor",0
"Sunday 18 June 2017","Philip Hammond MP, Chancellor",0
"Sunday 18 June 2017","Sir Keir Starmer MP, Shadow Secretary of State for Exiting the EU",0
"Sunday 18 June 2017","Pilgrim Tucker",0
"Sunday 18 June 2017","Randa El-Daouk",0
"Sunday 11 June 2017","Jeremy Corbyn MP, Labour Party Leader",0
"Sunday 11 June 2017","Sir Michael Fallon MP, Defence Secretary",0
"Sunday 11 June 2017","Lord Heseltine, former Deputy Prime Minister",0
