date,guest,female
Sunday 29 April 2018,Caroline Lucas MP,1
Sunday 29 April 2018,Andrew Pierce,0
Sunday 29 April 2018,Lyse Doucet,1
Sunday 22 April 2018,Layla Moran MP,1
Sunday 22 April 2018,Kate Perrior,1
Sunday 15 April 2018,Rachel Shabi,1
Sunday 15 April 2018,Christiane Amanpour,1
Sunday 15 April 2018,Fraser Nelson,0
Sunday 8 April 2018,Polly Toynbee,1
Sunday 8 April 2018,Julia Hartley-Brewer,1
Sunday 25 March 2018,Carole Cadwalladr,1
Sunday 25 March 2018,Isabel Oakeshott,1
Sunday 18 March 2018,Owen Jones,0
Sunday 18 March 2018,Jane Moore,1
Sunday 11 March 2018,Anushka Asthana,1
Sunday 11 March 2018,Amanda Platell,1
Sunday 4 March 2018,Helen Lewis,1
Sunday 4 March 2018,Iain Dale,0
Sunday 25 February 2018,Katie Perrior,1
Sunday 25 February 2018,June Sarpong,1
Sunday 18 February 2018,Joanna Cherry MP,1
Sunday 18 February 2018,Camilla Tominey,1
Sunday 11 February 2018,Ayesha Hazarika,1
Sunday 11 February 2018,Julia Hartley-Brewer,1
Sunday 4 February 2018,Munira Mirza,1
Sunday 4 February 2018,Janine Gibson,1
Sunday 28 January 2018,Isabel Oakeshott,1
Sunday 28 January 2018,Sam Coates,0
Sunday 28 January 2018,Sonia Sodha,1
Sunday 21 January 2018,James Cleverly MP,0
Sunday 21 January 2018,Katharine Viner,1
Sunday 14 January 2018,Helen Lewis,1
Sunday 14 January 2018,Andrew Pierce,0
Sunday 07 January 2018,Polly Toynbee,1
Sunday 07 January 2018,Fraser Nelson,0
Sunday 17 December 2017,Rachel Johnson,1
Sunday 17 December 2017,Tim Shipman,0
Sunday 17 December 2017,Emma Barnett,1
Sunday 10 December 2017,Anushka Asthana,1
Sunday 10 December 2017,Gina Miller,1
Sunday 10 December 2017,Iain Dale,0
Sunday 3 December 2017,Ayesha Hazarika,1
Sunday 3 December 2017,Kate Andrews,1
Sunday 3 December 2017,Nigel Farage MEP,0
Sunday 26 November 2017,Robert Oxley,0
Sunday 26 November 2017,Ellie Mae O'Hagan,1
Sunday 26 November 2017,George Parker,0
Sunday 19 November 2017,Caroline Lucas MP,1
Sunday 19 November 2017,Allister Heath,0
Sunday 19 November 2017,Lucy Fisher,1
Sunday 12 November 2017,Gaby Hinsliff,1
Sunday 12 November 2017,James Landale,0
Sunday 12 November 2017,Camilla Tominey,1
Sunday 5 November 2017,Kate Hoey MP,1
Sunday 5 November 2017,Anna Soubry MP,1
Sunday 5 November 2017,Sam Coates,0
Sunday 29 October 2017,Owen Jones,0
Sunday 29 October 2017,Isabel Oakeshott,1
Sunday 22 October 2017,Chuka Umunna MP,0
Sunday 22 October 2017,Theresa Villers MP,1
Sunday 22 October 2017,Jane Moore,1
Sunday 15th October 2017,Anushka Asthana,1
Sunday 15th October 2017,Richard Tice,0
Sunday 15th October 2017,Sir Craig Oliver,0
Sunday 8th October 2017,David Torrance,0
Sunday 8th October 2017,Lesley Riddoch,1
Sunday 8th October 2017,Ayesha Hazarika,1
Sunday 01 October 2017,Polly Toynbee,1
Sunday 01 October 2017,Iain Dale,0
Sunday 24 September 2017,Isabel Hardman,1
Sunday 24 September 2017,Rachel Shabi,1
Sunday 17 September 2017,Amanda Platell,1
Sunday 17 September 2017,Frances O’Grady,1
Sunday 17 September 2017,Jon Sopel,0
Sunday 10 September 2017,Katya Adler,1
Sunday 10 September 2017,Julia Hartley-Brewer,1
Sunday 10 September 2017,Helen Lewis,1
Sunday 3 September 2017,Kemi Badenoch MP,1
Sunday 23 July 2017,Anna Soubry MP,1
Sunday 23 July 2017,Gisela Stuart,1
Sunday 23 July 2017,Toby Young,1
Sunday 16 July 2017,Jane Moore,1
Sunday 16 July 2017,Ayesha Hazarika,1
Sunday 16 July 2017,Iain Duncan Smith MP,0
Sunday 9 July 2017,Stephen Bush,0
Sunday 9 July 2017,Sarah Baxter,1
Sunday 9 July 2017,Iain Martin,0
Sunday 2 July 2017,Naomi Klein,1
Sunday 25 June 2017,Ellie Mae O’Hagan,1
Sunday 25 June 2017,Fraser Nelson,0
Sunday 18 June 2017,Iain Dale,0
Sunday 11 June 2017,George Osborne,0
Sunday 11 June 2017,Polly Toynbee,1
Sunday 11 June 2017,Toby Young,0
Sunday 28 May 2017,Sir Craig Oliver,0
Sunday 21 May 2017,Paul Mason,0
Sunday 21 May 2017,Amanda Platell,1
Sunday 21 May 2017,Miranda Green,1
Sunday 14 May 2017,Sarah Smith,1
Sunday 14 May 2017,Andrew Rawnsley,0
Sunday 14 May 2017,Jane Moore,1
Sunday 7 May 2017,Tim Montgomerie,0
Sunday 30 April 2017,Rachel Johnson,1
Sunday 30 April 2017,Owen Jones,0
Sunday 30 April 2017,Fraser Nelson,0
Sunday 23 April 2017,Kevin Maguire,0
Sunday 23 April 2017,Sarah Sands,1
Sunday 23 April 2017,Benedicte Paviot,0
Sunday 9 April 2017,Sir Peter Westmacott,0
Sunday 9 April 2017,Philip Collins,0
Sunday 9 April 2017,Julia Hartley-Brewer,1
Sunday 2 April 2017,Miriam Gonzalez,1
Sunday 2 April 2017,Esther McVey,1
Sunday 2 April 2017,Matt Chorley,0
Sunday 26 March 2017,Trevor Kavanagh,0
Sunday 26 March 2017,Baroness Helena Kennedy QC,1
Sunday 26 March 2017,Sarah Baxter,1
Sunday 19 March 2017,Amanda Platell,1
Sunday 19 March 2017,Michael Crick,0
Sunday 19 March 2017,Ruth Wishart,1
Sunday 12 March 2017,Owen Jones,0
Sunday 12 March 2017,Jane Moor,1
Sunday 05 March 2017,Jon Sopel,0
Sunday 05 March 2017,Helen Lewis,1
Sunday 05 March 2017,Stephanie Flanders,1
Sunday 26 February 2017,Gina Miller,1
Sunday 26 February 2017,Tim Montgomerie,0
Sunday 26 February 2017,Paul Mason,0
Sunday 19 February 2017,Douglas Carswell MP,0
Sunday 19 February 2017,Caroline Flint MP,1
Sunday 19 February 2017,Tim Shipman,0
Sunday 12 February 2017,Laura Perrins,1
Sunday 12 February 2017,Rachel Shabi,1
Sunday 12 February 2017,David Aaronovitch,0
Sunday 5 February 2017,Anna Soubry MP,1
Sunday 5 February 2017,Suzanne Evans,1
Sunday 5 February 2017,George Parker,0
Sunday 29 January 2017,Sir Christopher Meyer,0
Sunday 29 January 2017,Yanis Varoufakis,0
Sunday 29 January 2017,Amanda Platell,1
Sunday 22 January 2017,Piers Morgan,0
Sunday 22 January 2017,Anushka Asthana,1
Sunday 15 January 2017,Ayesha Hazarika,1
Sunday 8 January 2017,Julia Hartley-Brewer,1
Sunday 8 January 2017,Sir Craig Oliver,0
Sunday 8 January 2017,Steve Richards,0
Sunday 18 December 2016,Angela Eagle MP,1
Sunday 18 December 2016,John Nicolson MP,0
Sunday 18 December 2016,Suzanne Evans,1
Sunday 11 December 2016,Tim Montgomerie,0
Sunday 11 December 2016,Owen Jones,0
Sunday 11 December 2016,Sarah Baxter,1
Sunday 4 December 2016,Anushka Asthana,1
Sunday 4 December 2016,Christina Lamb,1
Sunday 4 December 2016,Peter Hitchens,0
Sunday 27 November 2016,Miranda Green,1
Sunday 27 November 2016,Fraser Nelson,0
Sunday 27 November 2016,Paul Mason,0
Sunday 13 November 2016,Christiane Amanpour,1
Sunday 6 November 2016,Gina Miller,1
Sunday 6 November 2016,Jamie Rubin,0
Sunday 6 November 2016,Alex Sundstrom,0
Sunday 30 October 2016,Rachel Johnson,1
Sunday 23 October 2016,David Aaronovitch,0
Sunday 23 October 2016,Amanda Platell,1
Sunday 16 October 2016,Lucy Thomas,1
Sunday 16 October 2016,Toby Young,0
Sunday 9 October 2016,Tim Montgomerie,0
Sunday 9 October 2016,Stephanie Flanders,1
Sunday 9 October 2016,Kate Andrews,1
Sunday 2 October 2016,Matthew Parris,0
Sunday 2 October 2016,Anushka Asthana,1
Sunday 25 September 2016,Chukka Umanna MP,0
Sunday 25 September 2016,Emma Rees,1
Sunday 25 September 2016,Isabel Hardman,1
Sunday 18 September 2016,Nigel Farage MEP,0
Sunday 18 September 2016,Caroline Lucas MP,1
Sunday 18 September 2016,Jane Moore,1
Sunday 11 September 2016,Gisela Stuart MP,1
Sunday 11 September 2016,Peter Hitchins,0
Sunday 11 September 2016,Polly Toynbee,1
Sunday 4 September 2016,Shami Chakrabarti,1
Sunday 4 September 2016,Iain Martin,0
Sunday 4 September 2016,Gillian Tett,1
Sunday 24 July 2016,Isabel Hardman,1
Sunday 24 July 2016,Alison McGovern MP,1
Sunday 24 July 2016,Amol Rajan,0
Sunday 17 July 2016,Benedicte Paviot,0
Sunday 17 July 2016,James Landale,0
Sunday 17 July 2016,Amanda Plattell,1
Sunday 10 July 2016,Christiane Amanpour,1
Sunday 10 July 2016,Paul Goodman,0
Sunday 10 July 2016,Ayesha Hazarika,1
Sunday 3rd July 2016,Iain Dale,0
Sunday 26th June 2016,Tim Montgomerie,0
Sunday 26th June 2016,Polly Toynbee,1
Sunday 26th June 2016,Laura Kuenssberg,1
Sunday 19th June 2016,Jane Moore,1
Sunday 19th June 2016,Sir Nicholas Soames MP,0
Sunday 19th June 2016,Kate Hoey MP,1
Sunday 12th June 2016,Dia Chakrabarty,1
Sunday 12th June 2016,Baroness Kennedy,1
Sunday 12th June 2016,David Frum,0
Sunday 5th June 2016,Suzanne Evans,1
Sunday 29th May 2016,Yanis Varoufakis,0
Sunday 29th May 2016,Amanda Platell,1
Sunday 22nd May 2016,Sarah Baxter,1
Sunday 22nd May 2016,Iain Martin,0
Sunday 15th May 2016,Janine Gibson,1
Sunday 15th May 2016,Julia Hartley-Brewer,1
Sunday 15th May 2016,Rohan Silva,0
Sunday 8th May 2016,Anushka Asthana,1
Sunday 8th May 2016,Fraser Nelson,0
Sunday 8th May 2016,Kate Andrews,1
Sunday 1st May 2016,Andrew Pierce,0
Sunday 1st May 2016,Owen Jones,0
Sunday 1st May 2016,Jane Moore,1
Sunday 24th April 2016,Toby Young,0
Sunday 24th April 2016,Gillian Tett,1
Sunday 17th April 2016,Tony Parsons,0
Sunday 17th April 2016,Emma Barnett,1
Sunday 10th April 2016,Polly Toynbee,1
Sunday 10th April 2016,Iain Dale,0
Sunday 3rd April 2016,Allison Pearson,1
Sunday 3rd April 2016,Stephanie Flanders,1
Sunday 3rd April 2016,Paul Mason,0
Sunday 20th March 2016,Steve Richards,0
Sunday 20th March 2016,Suzanne Evans,1
Sunday 20th March 2016,Matthew D'Ancona,0
Sunday 13th March 2016,Anushka Asthana,1
Sunday 13th March 2016,Peter Hitchens,0
Sunday 13th March 2016,Linda Yueh,1
Sunday 6th March 2016,Jon Sopel,0
Sunday 6th March 2016,Liz Kendall MP,1
Sunday 28th February 2016,Alison Phillips,1
Sunday 28th February 2016,Tom Newton Dunn,0
Sunday 28th February 2016,Jim Waterson,0
Sunday 14th February 2016,Amol Rajan,0
Sunday 14th February 2016,Jane Moore,1
Sunday 14th February 2016,Simon Jenkins,0
Sunday 7th February 2016,Isabel Hardman,1
Sunday 7th February 2016,Gaby Hinsliff,1
Sunday 31 January 2016,Margaret Hodge MP,1
Sunday 31 January 2016,Kate Andrews,1
Sunday 24 January 2016,Anne Applebaum,1
Sunday 24 January 2016,Louise Cooper,1
Sunday 17 January 2016,Rachel Shabi,1
Sunday 17 January 2016,Julia Hartley-Brewer,1
Sunday 10 January 2016,Tim Montgomerie,0
Sunday 20 December 2015,Baroness Bakewell,1
Sunday 20 December 2015,John Nicolson MP,0
Sunday 20 December 2015,Suzanne Evans,1
Sunday 13 December 2015,Shami Chakrabarti,1
Sunday 13 December 2015,Andrew Pierce,0
Sunday 13 December 2015,Colleen Graffy,1
Sunday 06 December 2015,Polly Toynbee,1
Sunday 06 December 2015,Rohan Silva,0
Sunday 06 December 2015,Deborah Haynes,1
Sunday 29th November 2015,Sarah Baxter,1
Sunday 29th November 2015,Helen Lewis,1
Sunday 22nd November 2015,Stephanie Flanders,1
Sunday 22nd November 2015,Paul Waugh,0
Sunday 22nd November 2015,Stan Greenberg,0
Sunday 15th September 2015,Frank Gardner,0
Sunday 15th September 2015,Amol Rajan,0
Sunday 15th September 2015,Jane Moore,1
Sunday 8th November 2015,AA Gill,0
Sunday 8th November 2015,Isabel Hardman,1
Sunday 8th November 2015,Diane James MEP,1
Sunday 1st November 2015,Jess Phillips MP,1
Sunday 1st November 2015,Amanda Platell,1
Sunday 25th October 2015,Catherine Mayer,1
Sunday 25th October 2015,Matthew D’Ancona,0
Sunday 18th October 2015,Gillian Tett,1
Sunday 18th October 2015,Peter Hitchen,0
Sunday 11th October 2015,Fraser Nelson,0
Sunday 11th October 2015,Susanna Mendonsa,1
Sunday 4th October 2015,Matthew Parris,0
Sunday 4th October 2015,Helen Lewis,1
Sunday 27th September 2015,Tom Newton-Dunn,0
Sunday 27th September 2015,Ayesha Hazarika,1
Sunday 27th September 2015,Harriet Harman MP,1
Sunday 20th September 2015,Damian McBride,0
Sunday 20th September 2015,Julia Hartley-Brewer,1
Sunday 13th September 2015,Polly Toynbee,1
Sunday 13th September 2015,Jane Moore,1
Sunday 13th September 2015,Ben Chacko,0
Sunday 6th September 2015,Christiane Amanpour,1
Sunday 6th September 2015,Owen Jones,0
Sunday 26th July 2015,Sarah Sands,1
Sunday 26th July 2015,Sarah Smith,1
Sunday 12th July 2015,Gillian Tett,1
Sunday 12th July 2015,Kevin Maguire,0
Sunday 28th June 2015,Stephanie Flanders,1
Sunday 28th June 2015,Amol Rajan,0
Sunday 21st June 2015,Andrew Roberts,0
Sunday 31st May 2015,David Aaronovitch,0
Sunday 31st May 2015,Amanda Platell,1
Sunday 17th May 2015,Fraser Nelson,0
Sunday 17th May 2015,Zoe Williams,1
Sunday 10th May 2015,Tim Montgomerie,0
Sunday 3rd May 2015,Gaby Hinsliff,1
Sunday 3rd May 2015,Matthew Parris,0
Sunday 26th April 2015,Tom Newton Dunn,0
Sunday 26th April 2015,Justine Roberts,1
Sunday 19th April 2015,Isabel Hardman,1
Sunday 19th April 2015,Steve Richards,0
Sunday 29th March 2015,Rachel Johnson,1
Sunday 29th March 2015,Baroness Bakewell,1
Sunday 22nd March 2015,Anna Soubry MP,1
Sunday 22nd March 2015,Gloria de Piero MP,1
Sunday 15th March 2015,Jane Moore,1
Sunday 15th March 2015,Kamal Ahmed,0
Sunday 8th March 2015,Amol Rajan,0
Sunday 8th March 2015,Sarah Baxter,1
Sunday 1st March 2015,Alexander Downer,0
Sunday 1st March 2015,Margot James MP,1
Sunday 1st March 2015,Bridget Kendall,1
Sunday 22nd February 2015,Alastair Campbell,0
Sunday 22nd February 2015,Christiane Amanpour,1
Sunday 15th February 2015,Emma Barnett,1
Sunday 15th February 2015,Anne McElvoy,1
Sunday 1st February 2015,Victoria Newton,1
Sunday 1st February 2015,Rory Bremner,0
Sunday 25th January 2015,Peter Hain MP,0
Sunday 25th January 2015,Stephanie Flanders,1
Sunday 18th January 2015,Isabel Hardman,1
Sunday 18th January 2015,David Aaronovitch,0
Sunday 11th January 2015,Fraser Nelson,0
Sunday 11th January 2015,Bénédicte Paviot,0
Sunday 11th January 2015,Peter Brookes,0
Sunday 4th January 2015,Jane Moore,1
Sunday 4th January 2015,Trevor Phillips,0
Sunday 21st December 2014,Dr John Sentamu,0
Sunday 30th November 2014,Iain Dale,0
Sunday 30th November 2014,Stephanie Flanders,1
Sunday 16th November 2014,Gerald Scarfe,0
Sunday 9th November 2014,Sheila Hancock,1
Sunday 2nd November 2014,Victoria Newton,1
Sunday 2nd November 2014,Julia Hobsbawm,1
Sunday 26th October 2014,Caroline Lucas,1
Sunday 26th October 2014,Jonathan Powell,0
Sunday 26th October 2014,Sir Max Hastings,0
Sunday12th October 2014,Amanda Platell,1
Sunday12th October 2014,Trevor Phillips,0
Sunday 21st September 2014,Isabel Hardman,1
Sunday 21st September 2014,Iain Macwhirter,0
Sunday 27th July 2014,MP Dominic Grieve,0
Sunday 20th July 2014,Sara Firth,1
Sunday 13th July 2014,Ruth Wishart,1
Sunday 29th June 2014,Bénédicte Paviot,0
Sunday 29th June 2014,Sir Keir Starmer,0
Sunday 22nd June 2014,Frank Gardner,0
Sunday 22nd June 2014,Isabel Hardman,1
Sunday 15th June 2014,Victoria Newton,1
Sunday 15th June 2014,Azfal Ashraf,0
Sunday 8th June 2014,Baroness Shirley Williams,1
Sunday 8th June 2014,Admiral Lord West,0
Sunday 1st June 2014,Trevor Phillips,0
Sunday 18th May 2014,Ann Treneman,1
Sunday 18th May 2014,John Simpson,0
Sunday 11th May 2014,Christiane Amanpour,1
Sunday 11th May 2014,David Aaronovitch,0
Sunday 27th April 2014,Peter Hain,0
Sunday 27th April 2014,Jane Moore,1
Sunday 30th March 2014,Rory Bremner,0
Sunday 30th March 2014,Baroness Grender,1
Sunday 23rd March 2014,Martin Sixsmith,0
Sunday 23rd March 2014,Amanda Platell,1
Sunday 16th March 2014,Stephanie Flanders,1
Sunday 16th March 2014,Clare Short,1
Sunday 9th March 2014,Gavin Hewitt,0
Sunday 23rd February 2014,Sarah Baxter,1
Sunday 23rd February 2014,Simon Hughes MP,0
Sunday 16th February 2014,Natalie Bennett,1
Sunday 16th February 2014,Sarah Sands,1
Sunday 5th January 2014,Baroness Helena Kennedy,1
Sunday 5th January 2014,Bridget Kendall,1
Sunday 22nd December 2013,Rory Bremner,0
Sunday 17th November 2013,Justin Forsyth,0
Sunday 17th November 2013,Tessa Jowell MP,1
Sunday 17th November 2013,Tim Montgomerie,0
Sunday 10th November 2013,Fraser Nelson,0
Sunday 10th November 2013,Baroness Shirley Williams,1
Sunday 3rd November 2013,Kevin Maguire,0
Sunday 3rd November 2013,Sarah Sands,1
Sunday 27th October 2013,Greg Dyke,0
Sunday 27th October 2013,Catherine Mayer,1
Sunday 13th October 2013,David Mellor,0
Sunday 8th September 2013,David Aaronovitch,0
Sunday 1st September 2013,Simon Schama,0
Sunday 1st September 2013,Amanda Platell,1
Sunday 28th July 2013,Trevor Phillips,0
Sunday 28th July 2013,Beth Rigby,1
Sunday 21st July 2013,Kate Adie,1
Sunday 21st July 2013,Nick Watt,0
Sunday 21st July 2013,Robin Ince,0
Sunday 14th July 2013,Fraser Nelson,0
Sunday 14th July 2013,Julia Hobsbawm,1
Sunday 7th July 2013,Phil Collins,0
Sunday 7th July 2013,Cerys Matthews,1
Sunday 7th July 2013,Rupert Gavin,0
Sunday 2nd June 2013,Jane Moore,1
Sunday 2nd June 2013,Harvey Goldsmith,0
Sunday 26th May 2013,Sarah Sands,1
Sunday 26th May 2013,Meera Syal,1
Sunday 28th April 2013,Simon Hughes MP,0
Sunday 28th April 2013,Sarah Baxter,1
Sunday 14th April 2013,Sandi Toksvig,1
Sunday 24th March 2013,Joan Bakewell,1
Sunday 24th March 2013,Isabel Hardman,1
Sunday 17th March 2013,Gillian Tett,1
Sunday 17th March 2013,Hugh Grant,0
Sunday 10th March 2013,Jane Moore,1
Sunday 3 March 2013,Jude Kelly,1
Sunday 3 March 2013,Iain Dale,0
Sunday 3 March 2013,Clare Short,1
Sunday 24th February 2013,Kwasi Kwarteng,0
Sunday 24th February 2013,Sarah Baxter,1
Sunday 17th February 2013,Baroness Helena Kennedy,1
Sunday 17th February 2013,John Witherow,0
Sunday 10th February 2013,Margaret Hodge,1
Sunday 10th February 2013,Tim Montgomerie,0
Sunday 3rd February 2013,Deborah Mattinson,1
Sunday 3rd February 2013,Fraser Nelson,0
Sunday 6th January 2013,Nick Watt,0
Sunday 6th January 2013,Jane Moore,1
Sunday 6th January 2013,Rory Bremner,0
Sunday 2nd December 2012,Shami Chakrabarti,1
Sunday 2nd December 2012,Philip Collins,0
Sunday 25th November 2012,Steve Richards,0
Sunday 25th November 2012,Sarah Baxter,1
Sunday 18th November 2012,Sir Mike Jackson,0
Sunday 11th November 2012,Jonathan Dimbleby,0
Sunday 11th November 2012,Catherine Mayer,1
Sunday 11th November 2012,Sir Max Hastings,0
Sunday 28th October 2012,Sir Sherard Cowper-Coles,0
Sunday 2nd September 2012,Tim Hollingsworth,0
Sunday 2nd September 2012,Sarah Baxter,1
Sunday 21st July 2012,Tessa Jowell,1
Sunday 21st July 2012,Tom Brokaw,0
Sunday 27th May 2012,Sir Harry Evans,0
Sunday 27th May 2012,Amanda Platell,1
Sunday 13th May 2012,Kelly Holmes,1
Sunday 6th May 2012,Lord Oaskeshott,0
Sunday 29th April 2012,Helena Kennedy,1
Sunday 29th April 2012,Nick Watt,0
Sunday 15th April 2012,MP David Davis,0
Sunday 1st April 2012,Simon Hughes,0
Sunday 25th March 2012,Ann Treneman,1
Sunday 26th February 2012,Kate Adie,1
Sunday 26th February 2012,Kelvin MacKenzie,0
Sunday 19th February 2012,Deborah Haynes,1
Sunday 19th February 2012,MP David Davis,0
Sunday 5th February 2012,Jeremy Bowen,0
Sunday 5th February 2012,Clemency Burton-Hill,1
Sunday 5th February 2012,Sarah Baxter,1
Sunday 3 September 2017,Caroline Flint MP,1
Sunday 2 July 2017,Tim Stanley,0
Sunday 18 June 2017,Victoria Derbyshire,1
Sunday 28 May 2017,Jacqui Smith,1
Sunday 7 May 2017,Ayesha Hazarika,1
Sunday 15 January 2017,Esther McVey,1
Sunday 13 November 2016,General Richard Dannatt,0
Sunday 30 October 2016,Kate Hoey MP,1
Sunday 3rd July 2016,Phillip Collins,0
Sunday 5th June 2016,Caroline Lucas MP,1
Sunday 21st February 2016,Nick Robinson,0
Sunday 19th July 2015,Dianne Abbott MP,1
Sunday 5th July 2015,Sarah Baxter,1
Sunday 21st June 2015,Rupa Huq MP,1
Sunday 14th June 2015,John Nicholson MP,0
